Id,Label,unnamed: 0,user_id,user_language,user_country,verified,followers_count,profile_image,splitter_z_value,stat_inf_class,modularity_class,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,pr_rank,pr_rank_min-max-normalized,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,Authority,Hub,Clustering Coefficient,pageranks,clustering,eigencentrality,KatzCentrality
110,ray99kibz,110,1008732132812914690,English,Bulgaria,False,179,1008732132812914690.png,0,177,253,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000503,0,0.000018,0,0,0
111,pdrohen,111,1008763400653074435,Portuguese,Undefined_(Portuguese),False,107,1008763400653074435.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
112,KalyLuna2,112,1008840241292161025,Portuguese,Undefined_(Portuguese),False,204,1008840241292161025.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
113,alleisab,113,1008870159703007232,Portuguese,Undefined_(Portuguese),False,661,1008870159703007232.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
114,nuncanemvic,114,1008927320713908229,Portuguese,Undefined_(Portuguese),False,190,1008927320713908229.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
115,GustavoBenio,115,1008948409607258112,Portuguese,Brazil,False,191,1008948409607258112.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
116,chelencris1,116,1009080782923722752,Portuguese,Brazil,False,5,1009080782923722752.png,0,88,34,3,0.000223,0.836697,0.197283,3,6,9,3,6,9,10659,0.000416,7,0.300904,0.319615,11829.228946,0,0,0,0.000794,0.001206,0.083333,0.000028,0.041667,0.001014,0
117,Benlocco,117,1009113453028691969,Portuguese,Brazil,False,79,1009113453028691969.png,0,30,469,0,0,0,0,0,2,2,0,2,2,0,0,6,0.361527,0.391822,0,0,0,0,0,0.014709,1,0.000018,1,0,0
118,Suspended_User,118,1009124314585751552,Portuguese,Brazil,Suspended_User,Suspended_User,default_profile_bigger.png,0,25,469,0,0,0,0,0,8,8,0,10,10,0,0,6,0.371538,0.400207,0,0,0,0,0,0.017588,0.392857,0.000018,0.339286,0,0
119,piscianapunk,119,1009276146444365824,Portuguese,Undefined_(Portuguese),False,112,1009276146444365824.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
120,ZDominical,120,1009627095868366848,English,Brazil,False,52,1009627095868366848.png,0,173,7,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000138,0,0.000018,0,0,0
121,thatvikamabs,121,1009797422359502848,Portuguese,Brazil,False,35,1009797422359502848.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
122,ZetMelok,122,1009809848123392000,Portuguese,Brazil,False,1081,1009809848123392000.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
123,Ni_Kyokusei,123,1009846202278600704,Portuguese,Undefined_(Portuguese),False,34,1009846202278600704.png,0,326,23,0,0,0,0,0,5,5,0,9,9,0,0,7,0.30131,0.323787,0,0,0,0,0,0.00272,0.7,0.000018,0.5,0,0
124,Gabrieeuuu1,124,1009867892198989824,Portuguese,Brazil,False,224,1009867892198989824.png,0,170,24,1,0.000074,0.836697,0.198959,1,1,2,1,1,2,12340,0.000481,7,0.27858,0.293805,0,0,0,0,0.000667,0.000107,1,0.000021,0.5,0.000713,0
125,AltMaple,125,1009885607194169344,Portuguese,Undefined_(Portuguese),False,69,1009885607194169344.png,0,663,491,0,0,0,0,0,2,2,0,2,2,0,0,7,0.284118,0.298477,0,0,0,0,0,0.001072,0,0.000018,0,0,0
126,_carolinedes,126,1009890289136349184,English,Brazil,False,119,1009890289136349184.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
127,rehge_hc,127,100989520,Portuguese,Brazil,False,190,100989520.png,0,302,34,0,0,0,0,0,2,2,0,2,2,0,0,7,0.274666,0.286892,0,0,0,0,0,0.000633,1,0.000018,0.5,0,0
128,MaskV6,128,1009902640891924481,English,Brazil,False,893,1009902640891924481.png,0,826,469,0,0,0,0,0,4,4,0,8,8,0,0,6,0.358176,0.388716,0,0,0,0,0,0.015952,0.5,0.000018,0.333333,0,0
129,Caio_Maia179,129,1009964116952444928,English,Brazil,False,42,1009964116952444928.png,0,380,253,2,0.000148,0.836771,0.197144,2,0,2,2,0,2,10175,0.000397,0,0,0,0,0,0,0,0.000749,0,0,0.000024,0,0.000726,0
130,frenchrccstyle,130,1009983244211773441,Portuguese,Undefined_(Portuguese),False,730,1009983244211773441.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
131,gabrielarezend9,131,1010009738069737472,English,Brazil,False,240,1010009738069737472.png,0,95,28,0,0,0,0,0,3,3,0,3,3,0,0,6,0.358442,0.38863,0,0,0,0,0,0.01852,0.333333,0.000018,0.333333,0,0
132,malucesariio,132,1010140335333310465,Portuguese,Undefined_(Portuguese),False,175,1010140335333310465.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
133,vint4gebeauty,133,1010155702575357952,Portuguese,Undefined_(Portuguese),False,493,1010155702575357952.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
134,meia_estampada,134,1010163729353330688,English,Undefined_(English),False,433,1010163729353330688.png,0,595,24,0,0,0,0,0,1,1,0,1,1,0,0,7,0.264079,0.276454,0,0,0,0,0,0.000359,0,0.000018,0,0,0
135,kaigefumi,135,1010176930845548544,English,Brazil,False,314,1010176930845548544.png,0,521,28,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000414,0,0.000018,0,0,0
136,rdiasdevivar,136,1010203633818963969,English,Undefined_(English),False,3054,1010203633818963969.png,0,177,253,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000503,0,0.000018,0,0,0
137,Luigi0131,137,1010662545240272896,Portuguese,Undefined_(Portuguese),False,347,1010662545240272896.png,0,462,34,0,0,0,0,0,4,4,0,4,4,0,0,6,0.358974,0.389579,0,0,0,0,0,0.018254,0.333333,0.000018,0.25,0,0
138,PiorAmigo,138,101084361,Portuguese,Brazil,False,121,101084361.png,0,302,34,0,0,0,0,0,1,1,0,1,1,0,0,7,0.264223,0.276506,0,0,0,0,0,0.000116,0,0.000018,0,0,0
139,UmbranSerath,139,1010862937030963200,Portuguese,Undefined_(Portuguese),False,39,1010862937030963200.png,0,489,24,0,0,0,0,0,1,1,0,1,1,0,0,7,0.276553,0.289032,0,0,0,0,0,0.000242,0,0.000018,0,0,0
140,othiagomatte,140,1010904890992979969,Portuguese,Brazil,False,370,1010904890992979969.png,0,285,34,0,0,0,0,0,1,1,0,2,2,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
141,aclara_weasley,141,1011045615042809856,Portuguese,Undefined_(Portuguese),False,405,1011045615042809856.png,0,167,469,0,0,0,0,0,1,1,0,1,1,0,0,7,0.287586,0.302411,0,0,0,0,0,0.000701,0,0.000018,0,0,0
142,cybervic2077,142,1011267398,Portuguese,Brazil,False,495,1011267398.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
143,AzkGrace,143,1011321046207729669,Portuguese,Brazil,False,280,1011321046207729669.png,0,275,23,0,0,0,0,0,1,1,0,1,1,0,0,7,0.286902,0.30141,0,0,0,0,0,0.000728,0,0.000018,0,0,0
144,bichapanque,144,1011321314290864129,Portuguese,Brazil,False,272,1011321314290864129.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
145,Suspended_User,145,1011621,Portuguese,Brazil,Suspended_User,Suspended_User,default_profile_bigger.png,0,213,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.286222,0.301454,0,0,0,0,0,0.001323,0,0.000018,0,0,0
146,PhotonKraken,146,1011741209105182720,English,United States,False,337,1011741209105182720.png,0,189,24,0,0,0,0,0,3,3,0,3,3,0,0,7,0.264585,0.27818,0,0,0,0,0,0.000676,0,0.000018,0,0,0
147,Heitor3398,147,1011780810,Portuguese,Undefined_(Portuguese),False,195,1011780810.png,0,302,34,0,0,0,0,0,1,1,0,1,1,0,0,7,0.264223,0.276506,0,0,0,0,0,0.000116,0,0.000018,0,0,0
148,flatlinner_,148,1011820857411457024,Portuguese,Brazil,False,17561,1011820857411457024.png,0,182,491,0,0,0,0,0,1,1,0,1,1,0,0,7,0.271044,0.2822,0,0,0,0,0,0.000813,0,0.000018,0,0,0
149,_chjunior_,149,1011951524006768640,Portuguese,Brazil,False,193,1011951524006768640.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
150,DiJo2021,150,1011999673228382214,Portuguese,Undefined_(Portuguese),False,12182,1011999673228382214.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
151,alfacmaori,151,1012003758035947521,Portuguese,Brazil,False,445,1012003758035947521.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
152,rafaleatoria,152,1012009605147365376,English,Undefined_(English),False,83,1012009605147365376.png,0,142,34,0,0,0,0,0,2,2,0,2,2,0,0,7,0.28287,0.29563,0,0,0,0,0,0.000124,0,0.000018,0,0,0
153,XulyLoo,153,1012044374815989760,English,Brazil,False,86,1012044374815989760.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
154,bwlldyo,154,1012104394635202561,Portuguese,Undefined_(Portuguese),False,805,1012104394635202561.png,0,182,491,0,0,0,0,0,1,1,0,1,1,0,0,7,0.271044,0.2822,0,0,0,0,0,0.000813,0,0.000018,0,0,0
155,BeleJoux,155,1012162123122782213,Portuguese,Undefined_(Portuguese),False,75,1012162123122782213.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
156,AngelicaSuv,156,101235955,Spanish,Peru,False,74,101235955.png,0,841,543,0,0,0,0,0,1,1,0,1,1,0,0,7,0.263646,0.275764,0,0,0,0,0,0.000313,0,0.000018,0,0,0
157,verdescience,157,1012393779062628355,English,Brazil,False,501,1012393779062628355.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
158,mehzoeeeyo,158,1012491240863084544,English,Undefined_(English),False,233,1012491240863084544.png,0,154,24,0,0,0,0,0,4,4,0,4,4,0,0,8,0.22212,0.231259,0,0,0,0,0,0.001589,0.166667,0.000018,0.083333,0,0
159,BolinhoDalcin,159,1012773167260143623,Portuguese,Brazil,False,817,1012773167260143623.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
160,DAZAIF4VS,160,1012877718655062016,Portuguese,Undefined_(Portuguese),False,1693,1012877718655062016.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
161,JaciMicael,161,1012884935299002368,Portuguese,Undefined_(Portuguese),False,43,1012884935299002368.png,0,30,469,0,0,0,0,0,2,2,0,4,4,0,0,6,0.368843,0.395462,0,0,0,0,0,0.0165,1,0.000018,1,0,0
162,Suspended_User,162,1012953835902361600,Portuguese,Undefined_(Portuguese),Suspended_User,Suspended_User,default_profile_bigger.png,0,320,24,0,0,0,0,0,1,1,0,1,1,0,0,7,0.278226,0.291223,0,0,0,0,0,0.000815,0,0.000018,0,0,0
163,GabSAssunca1,163,1013098533946306567,Portuguese,Brazil,False,41,1013098533946306567.png,0,239,34,0,0,0,0,0,2,2,0,2,2,0,0,7,0.295323,0.311451,0,0,0,0,0,0.000634,1,0.000018,0.5,0,0
164,viviancvmoraes,164,1013148280694427649,English,Undefined_(English),False,21,1013148280694427649.png,0,521,23,0,0,0,0,0,3,3,0,3,3,0,0,7,0.303487,0.321855,0,0,0,0,0,0.001138,0.666667,0.000018,0.333333,0,0
165,Suspended_User,165,1013155382326374401,English,Undefined_(English),Suspended_User,Suspended_User,default_profile_bigger.png,0,166,24,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000044,0,0.000018,0,0,0
166,ThomasRohrer216,166,1013253432977731584,English,United States,False,282,1013253432977731584.png,0,317,523,0,0,0,0,0,11,11,0,13,13,0,0,7,0.296592,0.319509,0,0,0,0,0,0.003223,0.145455,0.000018,0.072727,0,0
167,nnaluiza,167,101330266,English,Brazil,False,484,101330266.png,0,290,12,0,0,0,0,0,1,1,0,1,1,0,0,7,0.269606,0.280405,0,0,0,0,0,0.000377,0,0.000018,0,0,0
168,gabrielcardosh,168,1013499715663618048,Portuguese,Brazil,False,918,1013499715663618048.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
169,Shiisa,169,10141072,English,Italy,False,188,10141072.png,0,21,24,0,0,0,0,0,2,2,0,2,2,0,0,7,0.297781,0.314419,0,0,0,0,0,0.002577,0,0.000018,0,0,0
170,kalamawut,170,101412861,Turkish,Undefined_(Turkish),False,820,101412861.png,0,280,24,0,0,0,0,0,1,1,0,1,1,0,0,7,0.283867,0.297614,0,0,0,0,0,0.000645,0,0.000018,0,0,0
171,kthvpine,171,1014157556304969729,Portuguese,Brazil,False,475,1014157556304969729.png,0,302,34,0,0,0,0,0,1,1,0,1,1,0,0,7,0.264223,0.276506,0,0,0,0,0,0.000116,0,0.000018,0,0,0
172,Suspended_User,172,1014304979627200512,Portuguese,Brazil,Suspended_User,Suspended_User,default_profile_bigger.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
173,acidbitchk,173,1014364957746614272,Portuguese,Undefined_(Portuguese),False,144,1014364957746614272.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
174,regressaum,174,1014375678,Portuguese,Undefined_(Portuguese),False,52,1014375678.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
175,MSPaintDuelist,175,1014525460863123458,English,Paraguay,False,5,1014525460863123458.png,0,154,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.221306,0.228395,0,0,0,0,0,0.000352,0,0.000018,0,0,0
176,CTallesS,176,1014595671297544192,Portuguese,Brazil,False,1731,1014595671297544192.png,0,260,34,0,0,0,0,0,1,1,0,1,1,0,0,7,0.280977,0.293345,0,0,0,0,0,0.000217,0,0.000018,0,0,0
177,literaczy,177,1014616586,Portuguese,United States,False,2678,1014616586.png,0,489,24,0,0,0,0,0,1,1,0,1,1,0,0,7,0.276553,0.289032,0,0,0,0,0,0.000242,0,0.000018,0,0,0
178,meninopoio,178,1014715438817841152,English,Brazil,False,444,1014715438817841152.png,0,112,24,0,0,0,0,0,2,2,0,2,2,0,0,7,0.279191,0.293328,0,0,0,0,0,0.000516,0,0.000018,0,0,0
179,victorhsz,179,1014814200718381056,Portuguese,Brazil,False,210,1014814200718381056.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
180,doizele,180,1014828441487757313,Portuguese,Undefined_(Portuguese),False,327,1014828441487757313.png,0,302,53,0,0,0,0,0,3,3,0,3,3,0,0,6,0.358841,0.389234,0,0,0,0,0,0.014584,1,0.000018,0.666667,0,0
181,camillacasella,181,1014892971123200007,Portuguese,Ireland,False,134,1014892971123200007.png,0,167,469,0,0,0,0,0,1,1,0,1,1,0,0,7,0.287586,0.302411,0,0,0,0,0,0.000701,0,0.000018,0,0,0
182,pijamakills_,182,1015225339474214912,Portuguese,Brazil,False,7013,1015225339474214912.png,0,64,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.263718,0.275937,0,0,0,0,0,0.000376,0,0.000018,0,0,0
183,aslwrld,183,1015305704943570944,Portuguese,Undefined_(Portuguese),False,505,1015305704943570944.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
184,blehnanas,184,1015327717330444289,English,Undefined_(English),False,70,1015327717330444289.png,0,802,523,0,0,0,0,0,10,10,0,11,11,0,0,6,0.372398,0.402105,0,0,0,0,0,0.019779,0.666667,0.000018,0.433333,0,0
185,felipebmt1,185,1015328439249850368,Portuguese,Brazil,False,153,1015328439249850368.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
186,isaclps,186,1015370131063623680,English,Brazil,False,123,1015370131063623680.png,0,173,7,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000138,0,0.000018,0,0,0
187,atomwizzard,187,1015376917749469186,Portuguese,Undefined_(Portuguese),False,35,1015376917749469186.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
188,DoubleQueenx,188,1015410246901170179,Portuguese,United States,False,587,1015410246901170179.png,0,275,23,0,0,0,0,0,1,1,0,1,1,0,0,7,0.286902,0.30141,0,0,0,0,0,0.000728,0,0.000018,0,0,0
189,FelipeD1Aracaju,189,1015457593207279621,English,Brazil,False,16,1015457593207279621.png,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,0,0,0
190,Potatokrl,190,1015611396866953216,Portuguese,Undefined_(Portuguese),False,798,1015611396866953216.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
191,LuanMoldanMotta,191,1015658532,Portuguese,Undefined_(Portuguese),False,25,1015658532.png,0,174,469,9,0.000668,0.836697,0.258661,10,2,12,11,2,13,59197,0.002309,6,0.357672,0.387047,1048.196804,0,0,0,0.003559,0.014377,0.222222,0.000276,0.244444,0.027565,0
192,Waspvania,192,1015810643943940096,English,Brazil,False,87,1015810643943940096.png,0,851,23,0,0,0,0,0,7,7,0,8,8,0,0,6,0.365356,0.397567,0,0,0,0,0,0.017784,0.619048,0.000018,0.5,0,0
193,akatsuki_pedro,193,1015904167821565952,Portuguese,Brazil,False,255,1015904167821565952.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
194,AlexsanderdeO12,194,1015925685255376897,Portuguese,Brazil,False,1630,1015925685255376897.png,0,306,523,0,0,0,0,0,1,1,0,1,1,0,0,8,0.208775,0.215336,0,0,0,0,0,0.000075,0,0.000018,0,0,0
195,shinydumb,195,1015991875155656705,Portuguese,Undefined_(Portuguese),False,83,1015991875155656705.png,0,182,491,0,0,0,0,0,1,1,0,1,1,0,0,7,0.271044,0.2822,0,0,0,0,0,0.000813,0,0.000018,0,0,0
196,_itscarou,196,1016097763,Portuguese,Undefined_(Portuguese),False,548,1016097763.png,0,285,28,0,0,0,0,0,2,2,0,2,2,0,0,7,0.273422,0.286841,0,0,0,0,0,0.004143,0,0.000018,0,0,0
197,Soares_LucianoS,197,10162032,English,Brazil,False,2381,10162032.png,0,305,469,0,0,0,0,0,3,3,0,8,8,0,0,6,0.35868,0.389004,0,0,0,0,0,0.014761,0.333333,0.000018,0.333333,0,0
198,candela3_cantos,198,1016425480654938113,English,United States,False,628,1016425480654938113.png,0,195,28,0,0,0,0,0,2,2,0,2,2,0,0,7,0.273732,0.286599,0,0,0,0,0,0.000585,1,0.000018,1,0,0
199,SouCaju,199,1016454896378417154,Portuguese,Undefined_(Portuguese),False,297,1016454896378417154.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
200,yaralsilva,200,1016462233008791552,English,Undefined_(English),False,802,1016462233008791552.png,0,816,469,0,0,0,0,0,7,7,0,11,11,0,0,6,0.370683,0.398999,0,0,0,0,0,0.016886,0.428571,0.000018,0.309524,0,0
201,garlicreid,201,1016466988632289283,Portuguese,Undefined_(Portuguese),False,2103,1016466988632289283.png,0,46,23,0,0,0,0,0,3,3,0,3,3,0,0,6,0.377491,0.405297,0,0,0,0,0,0.015574,1,0.000018,1,0,0
202,SixallyA,202,1016474591928180738,Portuguese,Undefined_(Portuguese),False,220,1016474591928180738.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
203,cdllmbc,203,1016477870795952128,Portuguese,Undefined_(Portuguese),False,874,1016477870795952128.png,0,276,469,0,0,0,0,0,6,6,0,12,12,0,0,6,0.360179,0.391908,0,0,0,0,0,0.015768,0.333333,0.000018,0.233333,0,0
204,d4niboy,204,101653539,Portuguese,Undefined_(Portuguese),False,120,101653539.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
205,Polvuz,205,1016577848428113920,English,Undefined_(English),False,1324,1016577848428113920.png,0,21,24,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000454,0,0.000018,0,0,0
206,NizoKT,206,101659476,English,Brazil,False,87,101659476.png,0,95,24,0,0,0,0,0,2,2,0,2,2,0,0,7,0.274432,0.288687,0,0,0,0,0,0.001617,1,0.000018,0.5,0,0
207,buenoly_,207,1016688461166858240,Portuguese,Undefined_(Portuguese),False,492,1016688461166858240.png,0,205,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.298424,0.314212,0,0,0,0,0,0.000729,0,0.000018,0,0,0
208,Suspended_User,208,1016808956612763649,Portuguese,Undefined_(Portuguese),Suspended_User,Suspended_User,default_profile_bigger.png,0,214,23,0,0,0,0,0,5,5,0,7,7,0,0,6,0.364116,0.395324,0,0,0,0,0,0.016589,0.6,0.000018,0.45,0,0
209,angayls,209,1016867546476134400,English,Undefined_(English),False,2400,1016867546476134400.png,0,189,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.269081,0.279888,0,0,0,0,0,0.000142,0,0.000018,0,0,0
210,akamathia,210,1017070528543313925,Portuguese,Brazil,False,122,1017070528543313925.png,0,107,543,0,0,0,0,0,1,1,0,1,1,0,0,7,0.264079,0.276368,0,0,0,0,0,0.000092,0,0.000018,0,0,0
211,spilledink105,211,1017081678458703873,English,Undefined_(English),False,362,1017081678458703873.png,0,21,24,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000454,0,0.000018,0,0,0
212,Hajimee__,212,1017141996832657408,Portuguese,Undefined_(Portuguese),False,251,1017141996832657408.png,0,46,23,0,0,0,0,0,1,1,0,1,1,0,0,7,0.285883,0.299374,0,0,0,0,0,0.000484,0,0.000018,0,0,0
213,fael_zudo,213,1017159390577774592,Portuguese,Undefined_(Portuguese),False,32,1017159390577774592.png,0,171,438,0,0,0,0,0,1,1,0,1,1,0,0,8,0.222478,0.22931,0,0,0,0,0,0.000121,0,0.000018,0,0,0
214,YuriFFC7,214,1017205745383870465,Portuguese,Undefined_(Portuguese),False,674,1017205745383870465.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
215,DinosaurCulture,215,1017217339,Portuguese,Undefined_(Portuguese),False,946,1017217339.png,0,527,24,0,0,0,0,0,4,4,0,4,4,0,0,7,0.28563,0.302265,0,0,0,0,0,0.001917,0.333333,0.000018,0.25,0,0
216,cianetoshik,216,1017224816187801601,Portuguese,Undefined_(Portuguese),False,127,1017224816187801601.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
217,OBoaventuraa,217,1017242363272495110,Portuguese,Brazil,False,206,1017242363272495110.png,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,0,0,0
218,ph_estrelinha,218,1017541842,Portuguese,Brazil,False,462,1017541842.png,0,239,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.243878,0.255259,0,0,0,0,0,0.000439,0,0.000018,0,0,0
219,dvrax7,219,1017550563532333056,Portuguese,Undefined_(Portuguese),False,107,1017550563532333056.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
220,a_lost_padawan,220,1017804874916954113,Portuguese,Undefined_(Portuguese),False,527,1017804874916954113.png,0,290,23,0,0,0,0,0,4,4,0,4,4,0,0,6,0.370541,0.39805,0,0,0,0,0,0.016027,0.666667,0.000018,0.583333,0,0
221,Marita30706158,221,1017818422728691713,Spanish,Undefined_(Spanish),False,1586,1017818422728691713.png,0,841,543,0,0,0,0,0,1,1,0,1,1,0,0,7,0.263646,0.275764,0,0,0,0,0,0.000313,0,0.000018,0,0,0
222,PedrogsPaz,222,1017854357784743936,English,Brazil,False,363,1017854357784743936.png,0,375,469,0,0,0,0,0,1,1,0,1,1,0,0,7,0.284369,0.296665,0,0,0,0,0,0.000219,0,0.000018,0,0,0
223,EmuLarge,223,1017856706909331456,English,United States,False,1574,1017856706909331456.png,0,278,28,0,0,0,0,0,2,2,0,5,5,0,0,7,0.273267,0.286703,0,0,0,0,0,0.001442,0,0.000018,0,0,0
224,tentaando,224,1017870538738487300,Portuguese,Undefined_(Portuguese),False,535,1017870538738487300.png,0,30,469,0,0,0,0,0,2,2,0,3,3,0,0,6,0.358176,0.388026,0,0,0,0,0,0.014552,1,0.000018,1,0,0
225,_euqueapanhe,225,1017893796334440448,Portuguese,Undefined_(Portuguese),False,198,1017893796334440448.png,0,178,34,0,0,0,0,0,9,9,0,10,10,0,0,7,0.290352,0.310123,0,0,0,0,0,0.006508,0.194444,0.000018,0.097222,0,0
226,N3scaupower,226,1017912647474442240,Portuguese,Brazil,False,793,1017912647474442240.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
